,id,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
6623,10401510,woluwe-saint-lambert,1200,house,house,450000,for sale,4.0,198  m² square meters,Installed,No,nan,nan,12  m²  square meters,nan,40  m²  square meters,121  m²  square meters,2.0,No,To be done up
6624,10519956,genappe,1470,house,house,450000,for sale,3.0,177  m² square meters,Hyper equipped,No,nan,nan,nan,nan,250  m²  square meters,nan,3.0,nan,As new
6625,10412048,courcelles%20souvret,6182,house,house,450000,for sale,4.0,300  m² square meters,USA installed,No,nan,nan,90  m²  square meters,nan,50  m²  square meters,610  m²  square meters,4.0,No,Good
6626,10509098,spiennes,7032,house,villa,450000,for sale,4.0,205  m² square meters,Installed,nan,1.0,nan,22  m²  square meters,nan,860  m²  square meters,1042  m²  square meters,4.0,No,As new
6627,10512083,la%20louvi%C3%88re,7100,house,house,450000,for sale,5.0,357  m² square meters,Hyper equipped,nan,1.0,nan,nan,nan,147  m²  square meters,350  m²  square meters,3.0,nan,Just renovated
6628,10521679,linter,3350,house,villa,460000,for sale,4.0,250  m² square meters,nan,nan,nan,nan,24  m²  square meters,nan,658  m²  square meters,1068  m²  square meters,4.0,nan,Good
6629,10417808,waterloo,1410,house,house,465000,for sale,4.0,200  m² square meters,Installed,No,nan,nan,19  m²  square meters,nan,191  m²  square meters,268  m²  square meters,2.0,No,To be done up
6630,10511049,neupre,4120,house,bungalow,465000,for sale,3.0,123  m² square meters,Installed,No,nan,nan,nan,nan,nan,780  m²  square meters,4.0,No,As new
6631,10273407,blankenberge,8370,house,house,465000,for sale,5.0,367  m² square meters,nan,No,nan,nan,nan,Yes,nan,405  m²  square meters,nan,nan,nan
6632,10493884,saint-symphorien,7030,house,house,469000,for sale,5.0,190  m² square meters,Installed,nan,1.0,nan,40  m²  square meters,nan,2000  m²  square meters,2000  m²  square meters,4.0,nan,Good
6633,10516375,wichelen,9260,house,house,469000,for sale,3.0,212  m² square meters,Hyper equipped,No,nan,nan,30  m²  square meters,nan,700  m²  square meters,967  m²  square meters,3.0,nan,As new
6634,10360750,houdeng-goegnies,7110,house,villa,475000,for sale,3.0,250  m² square meters,Hyper equipped,nan,1.0,nan,70  m²  square meters,Yes,nan,1049  m²  square meters,4.0,nan,As new
6635,10515481,ninove,9400,house,house,475000,for sale,3.0,230  m² square meters,Semi equipped,nan,nan,nan,30  m²  square meters,Yes,nan,1350  m²  square meters,4.0,nan,Good
6636,10516779,malmedy,4960,house,house,479000,for sale,3.0,279  m² square meters,Installed,No,nan,nan,31  m²  square meters,nan,1460  m²  square meters,10206  m²  square meters,4.0,No,Good
6637,10349723,profondeville,5170,house,house,479000,for sale,5.0,184  m² square meters,USA installed,No,nan,Yes,nan,nan,1358  m²  square meters,1358  m²  square meters,4.0,No,As new
6638,10384158,haaltert%20denderhoutem,9450,house,villa,479000,for sale,3.0,226  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,nan,1238  m²  square meters,4.0,Yes,Good
6639,10523275,gingelom,3890,house,exceptional property,480000,for sale,5.0,400  m² square meters,Installed,No,nan,nan,100  m²  square meters,nan,1000  m²  square meters,1871  m²  square meters,4.0,No,Good
6640,10152854,braine-le-comte,7090,house,villa,480000,for sale,6.0,272  m² square meters,nan,nan,nan,nan,50  m²  square meters,Yes,nan,1477  m²  square meters,4.0,nan,nan
6641,10409215,affligem,1790,house,mixed use building,485000,for sale,3.0,354  m² square meters,Hyper equipped,No,nan,nan,85  m²  square meters,nan,85  m²  square meters,310  m²  square meters,3.0,nan,Good
6642,9929545,zoutleeuw,3440,house,villa,485000,for sale,4.0,425  m² square meters,nan,nan,nan,nan,120  m²  square meters,nan,1775  m²  square meters,3526  m²  square meters,4.0,nan,Good
6643,10493099,avelgem,8580,house,house,485000,for sale,4.0,176  m² square meters,Installed,nan,nan,nan,nan,nan,nan,585  m²  square meters,3.0,nan,Good
6644,10543782,leuven,3000,house,house,490000,for sale,3.0,162  m² square meters,Installed,nan,nan,nan,21  m²  square meters,nan,347  m²  square meters,447  m²  square meters,2.0,No,As new
6645,10529394,asse,1731,house,house,495000,for sale,4.0,230  m² square meters,USA installed,nan,1.0,nan,1  m²  square meter,nan,1  m²  square meter,230  m²  square meters,3.0,No,Good
6646,10455943,veurne,8630,house,house,495000,for sale,4.0,242  m² square meters,nan,No,nan,nan,nan,Yes,nan,595  m²  square meters,nan,No,nan
6647,10527408,linter,3350,house,house,499000,for sale,3.0,128  m² square meters,nan,nan,nan,nan,131  m²  square meters,nan,1000  m²  square meters,1581  m²  square meters,4.0,nan,Good
6648,10041217,lincent,4287,house,farmhouse,499000,for sale,3.0,277  m² square meters,Installed,No,nan,Yes,nan,nan,1115  m²  square meters,1835  m²  square meters,4.0,No,Good
6649,10469127,roosdaal,1760,house,house,505000,for sale,5.0,184  m² square meters,nan,nan,nan,nan,33  m²  square meters,nan,400  m²  square meters,692  m²  square meters,4.0,No,As new
6650,10171965,tienen,3300,house,villa,508000,for sale,3.0,250  m² square meters,Installed,No,nan,Yes,nan,nan,nan,677  m²  square meters,4.0,nan,Good
6651,10537444,obaix,6230,house,villa,515000,for sale,4.0,188  m² square meters,Installed,nan,nan,Yes,nan,nan,977  m²  square meters,1095  m²  square meters,4.0,nan,As new
6652,10509318,wetteren,9230,house,house,519000,for sale,2.0,151  m² square meters,Hyper equipped,nan,nan,nan,7  m²  square meters,Yes,nan,nan,2.0,nan,nan
6653,10509182,wetteren,9230,house,house,519000,for sale,2.0,151  m² square meters,Hyper equipped,nan,nan,nan,7  m²  square meters,Yes,nan,nan,2.0,nan,nan
6654,10544655,aalst,9300,house,villa,519000,for sale,3.0,165  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,nan,818  m²  square meters,4.0,No,Good
6655,10549820,brugge,8000,house,house,525000,for sale,3.0,212  m² square meters,nan,nan,nan,nan,nan,nan,nan,77  m²  square meters,2.0,nan,Good
6656,10444464,sint-amandsberg,9040,house,house,525000,for sale,3.0,203  m² square meters,Installed,nan,nan,nan,nan,nan,nan,126  m²  square meters,nan,nan,As new
6657,10431993,sint-niklaas,9100,house,house,525000,for sale,3.0,345  m² square meters,Installed,nan,1.0,Yes,nan,Yes,nan,1448  m²  square meters,4.0,Yes,Just renovated
6658,10431992,sint-niklaas,9100,house,villa,525000,for sale,3.0,345  m² square meters,Installed,nan,1.0,Yes,nan,Yes,nan,1448  m²  square meters,4.0,Yes,Just renovated
6659,10540778,lede,9340,house,villa,525000,for sale,5.0,165  m² square meters,nan,nan,nan,Yes,nan,nan,195  m²  square meters,400  m²  square meters,4.0,nan,Good
6660,10379845,st-niklaas,9100,house,house,529000,for sale,4.0,327  m² square meters,Hyper equipped,No,1.0,Yes,nan,Yes,nan,911  m²  square meters,4.0,nan,Good
6661,10481302,anzegem,8570,house,manor house,530000,for sale,2.0,154  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,4307  m²  square meters,4.0,nan,To renovate
6662,10410246,rixensart,1330,house,house,535000,for sale,3.0,200  m² square meters,Hyper equipped,nan,1.0,nan,20  m²  square meters,nan,700  m²  square meters,831  m²  square meters,4.0,No,As new
6663,10539366,antwerpen,2060,house,apartment block,535000,for sale,4.0,270  m² square meters,Semi equipped,nan,nan,nan,nan,nan,50  m²  square meters,135  m²  square meters,2.0,No,Good
6664,10530709,hoegaarden,3321,house,house,539000,for sale,4.0,419  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,865  m²  square meters,1325  m²  square meters,2.0,No,Good
6665,10257916,flobecq,7880,house,house,539000,for sale,4.0,nan,Semi equipped,nan,nan,nan,nan,Yes,nan,2770  m²  square meters,4.0,nan,To renovate
6666,10532283,petegem-aan-de-leie,9800,house,house,539000,for sale,4.0,262  m² square meters,Installed,nan,nan,nan,nan,Yes,nan,758  m²  square meters,4.0,nan,nan
6667,10361411,molenbeek-saint-jean,1080,house,apartment block,540000,for sale,3.0,350  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,190  m²  square meters,2.0,nan,Good
6668,10058007,oostende,8400,house,apartment block,545000,for sale,4.0,423  m² square meters,Installed,No,nan,Yes,nan,nan,186  m²  square meters,326  m²  square meters,2.0,nan,Good
6669,10550329,heusden,9070,house,house,545000,for sale,3.0,283  m² square meters,Installed,No,nan,Yes,nan,Yes,nan,650  m²  square meters,3.0,No,As new
6670,10536976,sint-pieters-leeuw,1600,house,house,549000,for sale,4.0,160  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,nan,662  m²  square meters,4.0,No,Good
6671,10525292,berchem,2600,house,mansion,549000,for sale,5.0,250  m² square meters,Installed,No,nan,nan,nan,nan,55  m²  square meters,159  m²  square meters,2.0,nan,As new
6672,9722703,verviers,4800,house,apartment block,550000,for sale,7.0,519  m² square meters,Installed,No,nan,nan,nan,nan,nan,2505  m²  square meters,4.0,nan,Good
6673,10464260,grandhan,6940,house,villa,550000,for sale,4.0,240  m² square meters,Installed,nan,nan,nan,40  m²  square meters,nan,2000  m²  square meters,4083  m²  square meters,4.0,nan,As new
6674,10259257,beauvechain,1320,house,villa,565000,for sale,5.0,300  m² square meters,nan,No,nan,Yes,nan,nan,nan,2000  m²  square meters,4.0,nan,To renovate
6675,10247033,li%C3%A8ge,4000,house,apartment block,565000,for sale,4.0,404  m² square meters,Semi equipped,No,nan,nan,32  m²  square meters,nan,32  m²  square meters,125  m²  square meters,2.0,nan,Good
6676,10247032,li%C3%A8ge,4000,house,house,565000,for sale,4.0,404  m² square meters,Semi equipped,No,nan,nan,32  m²  square meters,nan,32  m²  square meters,125  m²  square meters,2.0,nan,Good
6677,10381113,dilbeek,1700,house,apartment block,570000,for sale,4.0,160  m² square meters,Installed,nan,nan,nan,nan,nan,nan,292  m²  square meters,2.0,nan,Good
6678,10525671,petit-waret,5300,house,house,570000,for sale,6.0,486  m² square meters,Installed,nan,1.0,nan,nan,nan,nan,1700  m²  square meters,4.0,nan,nan
6679,10479871,geraardsbergen,9500,house,house,579000,for sale,6.0,301  m² square meters,Hyper equipped,Yes,nan,nan,27  m²  square meters,nan,nan,313  m²  square meters,3.0,No,As new
6680,10513046,waterloo,1410,house,villa,590000,for sale,3.0,171  m² square meters,Not installed,nan,nan,nan,nan,Yes,nan,662  m²  square meters,nan,nan,nan
6681,10485669,aubange,6790,house,villa,590000,for sale,4.0,220  m² square meters,USA hyper equipped,nan,nan,nan,30  m²  square meters,nan,nan,978  m²  square meters,4.0,nan,As new
6682,10462988,aubange,6790,house,house,590000,for sale,4.0,220  m² square meters,USA hyper equipped,nan,nan,nan,30  m²  square meters,nan,nan,978  m²  square meters,4.0,nan,As new
6683,10122748,schaerbeek,1030,house,house,595000,for sale,4.0,200  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,67  m²  square meters,2.0,nan,To be done up
6684,10530281,uccle,1180,house,apartment block,595000,for sale,4.0,184  m² square meters,Installed,nan,1.0,nan,16  m²  square meters,nan,nan,nan,2.0,nan,Good
6685,10535629,ciney,5590,house,villa,595000,for sale,3.0,231  m² square meters,Installed,nan,nan,Yes,nan,nan,4243  m²  square meters,4243  m²  square meters,4.0,nan,nan
6686,10485451,kortemark,8610,house,house,595000,for sale,4.0,446  m² square meters,nan,No,nan,nan,nan,Yes,nan,7840  m²  square meters,nan,nan,To renovate
6687,10385615,beveren,9120,house,house,595000,for sale,4.0,nan,Hyper equipped,nan,nan,nan,43  m²  square meters,nan,72  m²  square meters,230  m²  square meters,2.0,No,As new
6688,10548915,zele,9240,house,house,595000,for sale,4.0,260  m² square meters,Semi equipped,No,nan,nan,4  m²  square meters,nan,277  m²  square meters,923  m²  square meters,3.0,nan,Good
6689,10398612,turnhout,2300,house,villa,598000,for sale,4.0,350  m² square meters,Not installed,No,nan,nan,40  m²  square meters,nan,1429  m²  square meters,1429  m²  square meters,4.0,nan,As new
6690,10503844,profondeville,5170,house,country cottage,599000,for sale,5.0,297  m² square meters,Installed,No,nan,Yes,nan,nan,353  m²  square meters,7610  m²  square meters,3.0,No,Good
6691,10503843,profondeville,5170,house,mixed use building,599000,for sale,5.0,297  m² square meters,Installed,No,nan,Yes,nan,nan,353  m²  square meters,7610  m²  square meters,3.0,No,Good
6692,10277932,hives,6984,house,house,599000,for sale,6.0,431  m² square meters,nan,nan,nan,Yes,nan,nan,3795  m²  square meters,3900  m²  square meters,4.0,Yes,As new
6693,10215734,schaerbeek,1030,house,town house,600000,for sale,6.0,245  m² square meters,USA hyper equipped,nan,nan,Yes,nan,Yes,nan,170  m²  square meters,nan,nan,nan
6694,10509646,tienen,3300,house,house,625000,for sale,7.0,300  m² square meters,Installed,No,nan,Yes,nan,Yes,nan,370  m²  square meters,nan,nan,Good
6695,10002450,genval,1332,house,villa,629000,for sale,3.0,290  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,1296  m²  square meters,4.0,No,As new
6696,10514042,schaerbeek,1030,house,apartment block,630000,for sale,nan,300  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,To renovate
6697,10533854,overijse,3090,house,villa,630000,for sale,5.0,180  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,850  m²  square meters,1005  m²  square meters,4.0,No,As new
6698,10536848,oud-turnhout,2360,house,mansion,635000,for sale,4.0,380  m² square meters,Hyper equipped,nan,nan,nan,45  m²  square meters,nan,nan,573  m²  square meters,3.0,No,As new
6699,10540925,tienen,3300,house,villa,635000,for sale,4.0,300  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,1372  m²  square meters,4.0,No,As new
6700,10466499,woluwe-saint-pierre,1150,house,house,640000,for sale,6.0,244  m² square meters,Hyper equipped,No,nan,nan,9  m²  square meters,nan,23  m²  square meters,125  m²  square meters,2.0,nan,To be done up
6701,10273940,rixensart,1330,house,villa,645000,for sale,4.0,232  m² square meters,Installed,nan,1.0,Yes,nan,nan,900  m²  square meters,1088  m²  square meters,4.0,nan,Good
6702,10467028,edegem,2650,house,house,649000,for sale,3.0,227  m² square meters,Hyper equipped,nan,nan,nan,60  m²  square meters,nan,183  m²  square meters,363  m²  square meters,2.0,No,As new
6703,10133346,tertre,7333,house,exceptional property,649000,for sale,6.0,240  m² square meters,Installed,nan,1.0,nan,40  m²  square meters,nan,2400  m²  square meters,17000  m²  square meters,4.0,nan,Good
6704,10133345,tertre,7333,house,house,649000,for sale,6.0,240  m² square meters,Installed,nan,1.0,nan,40  m²  square meters,nan,2400  m²  square meters,17000  m²  square meters,4.0,nan,Good
6705,10488592,braine-l%27alleud,1420,house,villa,680000,for sale,6.0,319  m² square meters,Installed,nan,1.0,Yes,nan,nan,nan,3001  m²  square meters,4.0,nan,Good
6706,10264613,la%20hulpe,1310,house,exceptional property,695000,for sale,4.0,280  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,1619  m²  square meters,1619  m²  square meters,4.0,No,To be done up
6707,10456075,h%C3%A9l%C3%A9cine,1357,house,house,695000,for sale,8.0,442  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,490  m²  square meters,939  m²  square meters,4.0,No,Good
6708,10458185,huldenberg,3040,house,house,695000,for sale,4.0,275  m² square meters,Installed,No,nan,Yes,nan,nan,nan,1883  m²  square meters,4.0,nan,Good
6709,10374280,eupen,4700,house,house,695000,for sale,7.0,450  m² square meters,Installed,No,nan,nan,nan,nan,nan,309  m²  square meters,nan,nan,Good
6710,10506460,sint-jans-molenbeek,1080,house,apartment block,700000,for sale,6.0,300  m² square meters,Hyper equipped,No,nan,nan,18  m²  square meters,nan,nan,193  m²  square meters,2.0,nan,Good
6711,10523388,meise,1860,house,house,700000,for sale,4.0,300  m² square meters,nan,nan,nan,nan,nan,nan,5100  m²  square meters,5100  m²  square meters,4.0,nan,To restore
6712,10081130,grez-doiceau,1390,house,villa,710000,for sale,3.0,170  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,nan,2000  m²  square meters,4.0,No,As new
6713,10534276,woluwe-saint-lambert,1200,house,house,720000,for sale,4.0,190  m² square meters,Hyper equipped,No,nan,nan,15  m²  square meters,nan,92  m²  square meters,245  m²  square meters,2.0,No,To be done up
6714,10424714,autelbas,6706,house,villa,720000,for sale,3.0,203  m² square meters,USA hyper equipped,nan,1.0,nan,30  m²  square meters,nan,300  m²  square meters,504  m²  square meters,4.0,nan,As new
6715,10423346,autelbas,6706,house,house,720000,for sale,3.0,203  m² square meters,USA hyper equipped,nan,1.0,nan,30  m²  square meters,nan,300  m²  square meters,504  m²  square meters,4.0,nan,As new
6716,10507311,waterloo,1410,house,house,725000,for sale,4.0,260  m² square meters,Hyper equipped,nan,1.0,nan,25  m²  square meters,nan,950  m²  square meters,1130  m²  square meters,3.0,Yes,As new
6717,10428696,overijse,3090,house,apartment block,725000,for sale,4.0,304  m² square meters,USA semi equipped,No,nan,nan,6  m²  square meters,nan,nan,240  m²  square meters,2.0,No,Good
6718,10466589,kruisem,9770,house,country cottage,748000,for sale,4.0,232  m² square meters,Installed,No,nan,Yes,nan,nan,7500  m²  square meters,8000  m²  square meters,4.0,nan,Good
6719,10377275,vyle-et-tharoul,4570,house,house,750000,for sale,13.0,400  m² square meters,Not installed,nan,nan,nan,nan,nan,nan,20782  m²  square meters,4.0,nan,Good
6720,10258802,izegem,8870,house,house,750000,for sale,6.0,695  m² square meters,nan,No,nan,nan,nan,Yes,nan,582  m²  square meters,nan,nan,nan
6721,10160316,oud-turnhout,2360,house,villa,780000,for sale,4.0,430  m² square meters,USA hyper equipped,No,nan,nan,60  m²  square meters,nan,nan,2630  m²  square meters,4.0,nan,Good
6722,10451173,ganshoren,1083,house,mansion,795000,for sale,5.0,313  m² square meters,Hyper equipped,No,nan,nan,nan,nan,165  m²  square meters,275  m²  square meters,2.0,nan,As new
6723,10453588,grimbergen,1850,house,house,795000,for sale,4.0,308  m² square meters,USA installed,nan,nan,nan,32  m²  square meters,nan,325  m²  square meters,600  m²  square meters,4.0,nan,Good
6724,10511196,baarle-hertog,2387,house,mansion,795000,for sale,5.0,530  m² square meters,Hyper equipped,No,nan,nan,90  m²  square meters,nan,nan,850  m²  square meters,4.0,Yes,As new
6725,10494632,damme,8340,house,villa,795000,for sale,5.0,nan,Hyper equipped,nan,nan,Yes,nan,nan,nan,nan,4.0,nan,Good
6726,10344657,hoegaarden,3320,house,mansion,820000,for sale,5.0,300  m² square meters,Installed,nan,nan,nan,60  m²  square meters,nan,800  m²  square meters,nan,2.0,nan,nan
6727,10551510,asse,1730,house,villa,835000,for sale,3.0,276  m² square meters,Installed,nan,nan,nan,nan,nan,nan,805  m²  square meters,4.0,nan,Good
6728,10361270,tongeren,3700,house,exceptional property,869000,for sale,3.0,300  m² square meters,Installed,nan,nan,nan,14  m²  square meters,nan,80  m²  square meters,215  m²  square meters,4.0,No,Good
6729,10415659,attert,6717,house,villa,925000,for sale,3.0,270  m² square meters,USA hyper equipped,nan,nan,nan,75  m²  square meters,nan,1000  m²  square meters,1340  m²  square meters,4.0,nan,As new
6730,10413217,attert,6717,house,house,925000,for sale,3.0,270  m² square meters,USA hyper equipped,nan,nan,nan,75  m²  square meters,nan,1000  m²  square meters,1340  m²  square meters,4.0,nan,As new
6731,10138727,quevy,7041,house,exceptional property,950000,for sale,5.0,868  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,2000  m²  square meters,20000  m²  square meters,4.0,Yes,Good
6732,10174702,embourg,4053,house,exceptional property,975000,for sale,3.0,390  m² square meters,nan,nan,nan,nan,16  m²  square meters,nan,1  m²  square meter,1767  m²  square meters,4.0,nan,Good
6733,10502551,woluwe-saint-pierre,1150,house,house,1050000,for sale,5.0,250  m² square meters,Installed,nan,nan,nan,nan,nan,540  m²  square meters,540  m²  square meters,nan,nan,To be done up
6734,10539538,roosdaal,1760,house,villa,1050000,for sale,5.0,400  m² square meters,USA hyper equipped,Yes,nan,nan,nan,nan,3000  m²  square meters,5000  m²  square meters,4.0,nan,Good
6735,10515994,knokke-zoute,8300,house,house,1065000,for sale,4.0,203  m² square meters,Hyper equipped,No,nan,nan,70  m²  square meters,nan,nan,197  m²  square meters,2.0,nan,As new
6736,10547197,puurs-sint-amands,2890,house,mansion,1080000,for sale,5.0,588  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,688  m²  square meters,2.0,nan,Good
6737,10306417,antwerp,2000,house,mansion,1095000,for sale,3.0,281  m² square meters,USA hyper equipped,No,nan,nan,18  m²  square meters,nan,nan,130  m²  square meters,2.0,nan,As new
6738,10088645,reet,2840,house,mixed use building,1115000,for sale,3.0,560  m² square meters,USA hyper equipped,nan,nan,nan,15  m²  square meters,nan,117  m²  square meters,680  m²  square meters,2.0,nan,Good
6739,10425812,fleurus,6224,house,exceptional property,1150000,for sale,5.0,440  m² square meters,Installed,nan,nan,nan,30  m²  square meters,nan,1000  m²  square meters,1382  m²  square meters,4.0,No,As new
6740,10175089,knokke-heist%20knokke,8300,house,house,1175000,for sale,3.0,170  m² square meters,USA installed,nan,nan,Yes,nan,nan,nan,775  m²  square meters,4.0,nan,As new
6741,10534701,uccle,1180,house,house,1190000,for sale,5.0,369  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,400  m²  square meters,528  m²  square meters,3.0,Yes,nan
6742,10550352,sint-kruis,8310,house,villa,1195000,for sale,5.0,480  m² square meters,Hyper equipped,No,2.0,nan,nan,nan,799  m²  square meters,799  m²  square meters,4.0,No,Just renovated
6743,10408335,villers-la-ville,1495,house,house,1200000,for sale,5.0,400  m² square meters,Hyper equipped,nan,1.0,nan,55  m²  square meters,nan,9000  m²  square meters,5000  m²  square meters,4.0,nan,Good
6744,10226327,lasne,1380,house,villa,1225000,for sale,5.0,250  m² square meters,nan,No,1.0,nan,nan,nan,nan,2070  m²  square meters,4.0,Yes,Good
6745,10427920,lier,2500,house,exceptional property,1225000,for sale,7.0,460  m² square meters,Hyper equipped,No,nan,nan,80  m²  square meters,nan,546  m²  square meters,1231  m²  square meters,3.0,nan,nan
6746,10529325,antwerp,2018,house,mansion,1250000,for sale,6.0,400  m² square meters,Installed,nan,nan,Yes,nan,nan,146  m²  square meters,nan,2.0,No,As new
6747,10517904,ixelles,1050,house,apartment block,1350000,for sale,5.0,350  m² square meters,USA hyper equipped,nan,nan,nan,40  m²  square meters,nan,100  m²  square meters,nan,2.0,No,As new
6748,10347916,hasselt,3500,house,house,1350000,for sale,8.0,960  m² square meters,Installed,No,nan,nan,nan,nan,300  m²  square meters,984  m²  square meters,nan,nan,Good
6749,9277766,brugge,8000,house,apartment block,1350000,for sale,nan,nan,Installed,No,nan,nan,nan,nan,nan,306  m²  square meters,4.0,nan,To be done up
6750,10275535,geraardsbergen,9500,house,manor house,1350000,for sale,4.0,458  m² square meters,Installed,nan,1.0,nan,nan,Yes,nan,nan,4.0,nan,Good
6751,10190105,geraardsbergen,9500,house,manor house,1350000,for sale,4.0,458  m² square meters,Installed,nan,1.0,nan,nan,Yes,nan,nan,4.0,nan,Good
6752,10521909,de%20haan,8420,house,villa,1385000,for sale,4.0,197  m² square meters,Hyper equipped,Yes,1.0,nan,nan,Yes,nan,596  m²  square meters,4.0,No,As new
6753,10534312,sint-jans-molenbeek,1080,house,apartment block,1399000,for sale,12.0,660  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,198  m²  square meters,3.0,No,Good
6754,9907761,turnhout,2300,house,house,1400000,for sale,5.0,590  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,1700  m²  square meters,3.0,No,As new
6755,10377112,hannut,4280,house,house,1450000,for sale,7.0,500  m² square meters,Installed,nan,1.0,Yes,nan,Yes,nan,14909  m²  square meters,4.0,nan,Good
6756,10544668,brussels%20city,1000,house,mansion,1500000,for sale,5.0,427  m² square meters,nan,nan,nan,Yes,nan,nan,nan,489  m²  square meters,nan,No,As new
6757,10533489,schaerbeek,1030,house,mansion,1500000,for sale,5.0,427  m² square meters,nan,nan,nan,Yes,nan,nan,nan,489  m²  square meters,nan,No,As new
6758,10470152,antwerp,2018,house,house,1550000,for sale,8.0,555  m² square meters,USA installed,Yes,nan,nan,25  m²  square meters,nan,155  m²  square meters,337  m²  square meters,2.0,nan,To be done up
6759,10537605,anderlecht,1070,house,villa,1590000,for sale,4.0,385  m² square meters,Hyper equipped,nan,1.0,nan,30  m²  square meters,nan,600  m²  square meters,1861  m²  square meters,3.0,nan,As new
6760,10537031,watermael-boitsfort,1170,house,house,1590000,for sale,5.0,300  m² square meters,Hyper equipped,No,nan,nan,nan,nan,nan,800  m²  square meters,4.0,nan,As new
6761,10414040,lasne,1380,house,villa,1650000,for sale,5.0,580  m² square meters,USA uninstalled,No,1.0,nan,nan,nan,nan,6882  m²  square meters,4.0,Yes,As new
6762,10365260,sint-pieters-leeuw%20,1600,house,villa,1650000,for sale,5.0,865  m² square meters,Installed,nan,1.0,nan,1  m²  square meter,nan,2000  m²  square meters,3226  m²  square meters,4.0,Yes,Good
6763,10472041,knokke-heist,8300,house,house,1695000,for sale,4.0,282  m² square meters,Hyper equipped,No,nan,Yes,nan,Yes,nan,685  m²  square meters,4.0,nan,As new
6764,10276366,rhode-saint-gen%C3%88se,1640,house,villa,1735000,for sale,6.0,450  m² square meters,Installed,nan,1.0,nan,30  m²  square meters,nan,nan,2285  m²  square meters,4.0,nan,Good
6765,10530307,etterbeek,1040,house,mixed use building,1850000,for sale,2.0,535  m² square meters,USA semi equipped,No,nan,Yes,nan,nan,400  m²  square meters,365  m²  square meters,2.0,nan,As new
6766,10531244,woluwe-saint-pierre,1150,house,mixed use building,1850000,for sale,2.0,535  m² square meters,USA semi equipped,No,nan,Yes,nan,nan,400  m²  square meters,365  m²  square meters,2.0,nan,As new
6767,10367514,antwerp,2018,house,mansion,1875000,for sale,5.0,574  m² square meters,USA installed,nan,nan,Yes,nan,nan,95  m²  square meters,294  m²  square meters,2.0,nan,To be done up
6768,10191818,schoten,2900,house,villa,1950000,for sale,6.0,670  m² square meters,Hyper equipped,Yes,nan,Yes,nan,nan,nan,5126  m²  square meters,4.0,Yes,As new
6769,10321052,nijlen,2560,house,villa,1975000,for sale,6.0,610  m² square meters,USA hyper equipped,nan,1.0,nan,140  m²  square meters,nan,1836  m²  square meters,2104  m²  square meters,4.0,Yes,As new
6770,10476551,etterbeek,1040,house,apartment block,2100000,for sale,5.0,642  m² square meters,nan,No,nan,nan,nan,nan,nan,nan,nan,No,To renovate
6771,10382585,londerzeel,1840,house,villa,2200000,for sale,3.0,336  m² square meters,Hyper equipped,No,nan,nan,128  m²  square meters,nan,2300  m²  square meters,2757  m²  square meters,4.0,Yes,As new
6772,10372242,ixelles,1050,house,mansion,2300000,for sale,6.0,600  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,270  m²  square meters,2.0,No,As new
6773,10541468,brasschaat,2930,house,house,2300000,for sale,6.0,813  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,13606  m²  square meters,13606  m²  square meters,4.0,nan,Good
6774,10318961,ixelles,1050,house,exceptional property,2350000,for sale,5.0,485  m² square meters,USA hyper equipped,No,nan,nan,40  m²  square meters,nan,nan,170  m²  square meters,2.0,No,As new
6775,10280076,knokke-heist,8300,house,house,2495000,for sale,5.0,319  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,793  m²  square meters,4.0,nan,As new
6776,10282116,knokke-heist,8300,house,house,2495000,for sale,5.0,319  m² square meters,Hyper equipped,nan,nan,Yes,nan,Yes,nan,793  m²  square meters,4.0,nan,As new
6777,10493693,knokke-heist,8300,house,house,2495000,for sale,5.0,319  m² square meters,Hyper equipped,nan,nan,Yes,nan,Yes,nan,793  m²  square meters,4.0,nan,As new
